sample	read_id	representative_id	deacon_hits	read_length
IA_Ottumwa_20250604__SRR35946911	IA_Ottumwa_20250604__SRR35946911|SRR35946911.259341133/2	IA_Ottumwa_20250604__SRR35946911|SRR35946911.259341133/2	3	151
IA_Ottumwa_20250604__SRR35946911	IA_Ottumwa_20250604__SRR35946911|SRR35946911.359295548/1	CA_Riverside_20250602__SRR35931371|SRR35931371.123483871/1	2	151
IA_Ottumwa_20250604__SRR35946911	IA_Ottumwa_20250604__SRR35946911|SRR35946911.359295548/2	CHI-C_20250818__SRR35987597|SRR35987597.130046670/2	2	151
IA_Ottumwa_20250604__SRR35946911	IA_Ottumwa_20250604__SRR35946911|SRR35946911.440367894/2	IA_Ottumwa_20250604__SRR35946911|SRR35946911.440367894/2	2	151
IA_Ottumwa_20250604__SRR35946911	IA_Ottumwa_20250604__SRR35946911|SRR35946911.466007067/1	IA_Ottumwa_20250604__SRR35946911|SRR35946911.466007067/1	2	151
IA_Ottumwa_20250604__SRR35946911	IA_Ottumwa_20250604__SRR35946911|SRR35946911.510455746/1	IA_Ottumwa_20250604__SRR35946911|SRR35946911.510455746/1	3	151
IA_Ottumwa_20250604__SRR35946911	IA_Ottumwa_20250604__SRR35946911|SRR35946911.55704971/1	IA_Ottumwa_20250604__SRR35946911|SRR35946911.55704971/1	2	151
IA_Ottumwa_20250604__SRR35946911	IA_Ottumwa_20250604__SRR35946911|SRR35946911.55704971/2	IA_Ottumwa_20250604__SRR35946911|SRR35946911.55704971/2	2	151
IA_Ottumwa_20250604__SRR35946911	IA_Ottumwa_20250604__SRR35946911|SRR35946911.650609605/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/2	1	151
IA_Ottumwa_20250604__SRR35946911	IA_Ottumwa_20250604__SRR35946911|SRR35946911.660049658/2	CHI-C_20250818__SRR35987597|SRR35987597.147745607/2	1	151
IA_Ottumwa_20250604__SRR35946911	IA_Ottumwa_20250604__SRR35946911|SRR35946911.689065021/1	IA_Ottumwa_20250604__SRR35946911|SRR35946911.689065021/1	2	151
IA_Ottumwa_20250604__SRR35946911	IA_Ottumwa_20250604__SRR35946911|SRR35946911.689065106/1	IA_Ottumwa_20250604__SRR35946911|SRR35946911.689065106/1	2	151
IA_Ottumwa_20250604__SRR35946911	IA_Ottumwa_20250604__SRR35946911|SRR35946911.773640055/1	IA_Ottumwa_20250604__SRR35946911|SRR35946911.55704971/1	2	151
IA_Ottumwa_20250604__SRR35946911	IA_Ottumwa_20250604__SRR35946911|SRR35946911.773640055/2	IA_Ottumwa_20250604__SRR35946911|SRR35946911.773640055/2	2	151
IA_Ottumwa_20250604__SRR35946911	IA_Ottumwa_20250604__SRR35946911|SRR35946911.830944294/1	IA_Ottumwa_20250604__SRR35946911|SRR35946911.830944294/1	2	151
IA_Ottumwa_20250611__SRR35946910	IA_Ottumwa_20250611__SRR35946910|SRR35946910.1080331087/1	CHI-C_20250818__SRR35987597|SRR35987597.224323681/1	2	151
IA_Ottumwa_20250611__SRR35946910	IA_Ottumwa_20250611__SRR35946910|SRR35946910.1080331087/2	IA_Ottumwa_20250611__SRR35946910|SRR35946910.1080331087/2	2	151
IA_Ottumwa_20250611__SRR35946910	IA_Ottumwa_20250611__SRR35946910|SRR35946910.1107479263/2	IA_Ottumwa_20250611__SRR35946910|SRR35946910.1107479263/2	2	151
IA_Ottumwa_20250611__SRR35946910	IA_Ottumwa_20250611__SRR35946910|SRR35946910.1238349879/1	CHI-C_20250804__SRR35987595|SRR35987595.882402977/1	2	151
IA_Ottumwa_20250611__SRR35946910	IA_Ottumwa_20250611__SRR35946910|SRR35946910.1238349879/2	CA_Riverside_20250602__SRR35931371|SRR35931371.123483871/2	2	151
IA_Ottumwa_20250611__SRR35946910	IA_Ottumwa_20250611__SRR35946910|SRR35946910.1251346634/1	CA_Riverside_20250619__SRR35931376|SRR35931376.1214412848/1	2	151
IA_Ottumwa_20250611__SRR35946910	IA_Ottumwa_20250611__SRR35946910|SRR35946910.1251346634/2	CHI-C_20250818__SRR35987597|SRR35987597.117752399/2	2	151
IA_Ottumwa_20250611__SRR35946910	IA_Ottumwa_20250611__SRR35946910|SRR35946910.725313532/1	CHI-C_20250818__SRR35987597|SRR35987597.120941287/1	2	151
IA_Ottumwa_20250611__SRR35946910	IA_Ottumwa_20250611__SRR35946910|SRR35946910.783615750/1	IA_Ottumwa_20250611__SRR35946910|SRR35946910.783615750/1	1	151
IA_Ottumwa_20250702__SRR35946907	IA_Ottumwa_20250702__SRR35946907|SRR35946907.1010505207/1	IA_Ottumwa_20250702__SRR35946907|SRR35946907.1010505207/1	1	151
IA_Ottumwa_20250702__SRR35946907	IA_Ottumwa_20250702__SRR35946907|SRR35946907.126328908/1	IA_Ottumwa_20250702__SRR35946907|SRR35946907.126328908/1	2	151
IA_Ottumwa_20250702__SRR35946907	IA_Ottumwa_20250702__SRR35946907|SRR35946907.324800958/1	CA_Riverside_20250602__SRR35931371|SRR35931371.123483871/1	2	151
IA_Ottumwa_20250702__SRR35946907	IA_Ottumwa_20250702__SRR35946907|SRR35946907.500495587/1	CA_Riverside_20250602__SRR35931371|SRR35931371.123483871/1	2	151
IA_Ottumwa_20250702__SRR35946907	IA_Ottumwa_20250702__SRR35946907|SRR35946907.711251869/1	CA_Riverside_20250602__SRR35931371|SRR35931371.123483871/1	2	151
IA_Ottumwa_20250709__SRR35946901	IA_Ottumwa_20250709__SRR35946901|SRR35946901.188935662/2	IA_Ottumwa_20250709__SRR35946901|SRR35946901.188935662/2	2	151
IA_Ottumwa_20250709__SRR35946901	IA_Ottumwa_20250709__SRR35946901|SRR35946901.195559369/1	IA_Ottumwa_20250709__SRR35946901|SRR35946901.195559369/1	2	151
IA_Ottumwa_20250709__SRR35946901	IA_Ottumwa_20250709__SRR35946901|SRR35946901.525754535/1	IA_Ottumwa_20250709__SRR35946901|SRR35946901.525754535/1	2	151
IA_Ottumwa_20250709__SRR35946901	IA_Ottumwa_20250709__SRR35946901|SRR35946901.723956141/1	CHI-D1_20250615__SRR35987606|SRR35987606.413459530/1	2	151
IA_Ottumwa_20250709__SRR35946901	IA_Ottumwa_20250709__SRR35946901|SRR35946901.879306956/1	IA_Ottumwa_20250709__SRR35946901|SRR35946901.195559369/1	2	151
IA_Ottumwa_20250709__SRR35946901	IA_Ottumwa_20250709__SRR35946901|SRR35946901.995982420/2	IA_Ottumwa_20250709__SRR35946901|SRR35946901.995982420/2	1	151
IA_Ottumwa_20250716__SRR35946903	IA_Ottumwa_20250716__SRR35946903|SRR35946903.1013013186/1	IA_Ottumwa_20250716__SRR35946903|SRR35946903.1013013186/1	3	151
IA_Ottumwa_20250716__SRR35946903	IA_Ottumwa_20250716__SRR35946903|SRR35946903.1014445143/1	IA_Ottumwa_20250716__SRR35946903|SRR35946903.1014445143/1	2	151
IA_Ottumwa_20250716__SRR35946903	IA_Ottumwa_20250716__SRR35946903|SRR35946903.1014537114/1	IA_Ottumwa_20250716__SRR35946903|SRR35946903.1013013186/1	3	151
IA_Ottumwa_20250716__SRR35946903	IA_Ottumwa_20250716__SRR35946903|SRR35946903.137966368/1	IA_Ottumwa_20250716__SRR35946903|SRR35946903.1013013186/1	3	151
IA_Ottumwa_20250716__SRR35946903	IA_Ottumwa_20250716__SRR35946903|SRR35946903.137966463/1	IA_Ottumwa_20250716__SRR35946903|SRR35946903.1013013186/1	3	151
IA_Ottumwa_20250716__SRR35946903	IA_Ottumwa_20250716__SRR35946903|SRR35946903.195970083/1	IA_Ottumwa_20250716__SRR35946903|SRR35946903.1013013186/1	3	151
IA_Ottumwa_20250716__SRR35946903	IA_Ottumwa_20250716__SRR35946903|SRR35946903.34842821/2	IA_Ottumwa_20250716__SRR35946903|SRR35946903.34842821/2	1	151
IA_Ottumwa_20250716__SRR35946903	IA_Ottumwa_20250716__SRR35946903|SRR35946903.373037046/1	IA_Ottumwa_20250716__SRR35946903|SRR35946903.1014445143/1	2	151
IA_Ottumwa_20250716__SRR35946903	IA_Ottumwa_20250716__SRR35946903|SRR35946903.428966813/1	IA_Ottumwa_20250716__SRR35946903|SRR35946903.1013013186/1	3	151
IA_Ottumwa_20250716__SRR35946903	IA_Ottumwa_20250716__SRR35946903|SRR35946903.583092586/1	IA_Ottumwa_20250716__SRR35946903|SRR35946903.1014445143/1	2	151
IA_Ottumwa_20250716__SRR35946903	IA_Ottumwa_20250716__SRR35946903|SRR35946903.816104580/1	CHI-D2_20250713__SRR37428206|SRR37428206.178632015/1	2	151
IA_Ottumwa_20250716__SRR35946903	IA_Ottumwa_20250716__SRR35946903|SRR35946903.816104580/2	CHI-D2_20250713__SRR37428206|SRR37428206.42898243/2	2	151
IA_Ottumwa_20250716__SRR35946903	IA_Ottumwa_20250716__SRR35946903|SRR35946903.871232736/1	IA_Ottumwa_20250716__SRR35946903|SRR35946903.1013013186/1	3	151
IA_Ottumwa_20250716__SRR35946903	IA_Ottumwa_20250716__SRR35946903|SRR35946903.88890011/1	IA_Ottumwa_20250716__SRR35946903|SRR35946903.88890011/1	3	151
IA_Ottumwa_20250716__SRR35946903	IA_Ottumwa_20250716__SRR35946903|SRR35946903.917374011/1	IA_Ottumwa_20250716__SRR35946903|SRR35946903.917374011/1	3	151
IA_Ottumwa_20250716__SRR35946903	IA_Ottumwa_20250716__SRR35946903|SRR35946903.979571217/1	IA_Ottumwa_20250716__SRR35946903|SRR35946903.1013013186/1	3	151
IA_Ottumwa_20250716__SRR35946903	IA_Ottumwa_20250716__SRR35946903|SRR35946903.981681971/1	IA_Ottumwa_20250716__SRR35946903|SRR35946903.981681971/1	2	151
IA_Ottumwa_20250723__SRR35946904	IA_Ottumwa_20250723__SRR35946904|SRR35946904.268680352/1	IA_Ottumwa_20250723__SRR35946904|SRR35946904.268680352/1	2	151
IA_Ottumwa_20250730__SRR35946900	IA_Ottumwa_20250730__SRR35946900|SRR35946900.259362679/1	IA_Ottumwa_20250730__SRR35946900|SRR35946900.259362679/1	1	151
IA_Ottumwa_20250730__SRR35946900	IA_Ottumwa_20250730__SRR35946900|SRR35946900.292489839/1	IA_Ottumwa_20250730__SRR35946900|SRR35946900.292489839/1	2	151
IA_Ottumwa_20250730__SRR35946900	IA_Ottumwa_20250730__SRR35946900|SRR35946900.294442437/2	IA_Ottumwa_20250730__SRR35946900|SRR35946900.294442437/2	1	151
IA_Ottumwa_20250806__SRR35946902	IA_Ottumwa_20250806__SRR35946902|SRR35946902.227689328/2	IA_Ottumwa_20250806__SRR35946902|SRR35946902.227689328/2	1	151
IA_Ottumwa_20250806__SRR35946902	IA_Ottumwa_20250806__SRR35946902|SRR35946902.680946024/1	IA_Ottumwa_20250806__SRR35946902|SRR35946902.680946024/1	2	151
IA_Ottumwa_20250806__SRR35946902	IA_Ottumwa_20250806__SRR35946902|SRR35946902.680946024/2	IA_Ottumwa_20250806__SRR35946902|SRR35946902.680946024/2	2	151
IA_Ottumwa_20250806__SRR35946902	IA_Ottumwa_20250806__SRR35946902|SRR35946902.73854327/2	IA_Ottumwa_20250806__SRR35946902|SRR35946902.73854327/2	1	151
IA_Ottumwa_20250814__SRR35946885	IA_Ottumwa_20250814__SRR35946885|SRR35946885.328513480/1	IA_Ottumwa_20250814__SRR35946885|SRR35946885.328513480/1	2	151
IA_Ottumwa_20250814__SRR35946885	IA_Ottumwa_20250814__SRR35946885|SRR35946885.355532016/1	IA_Ottumwa_20250814__SRR35946885|SRR35946885.355532016/1	6	151
IA_Ottumwa_20250814__SRR35946885	IA_Ottumwa_20250814__SRR35946885|SRR35946885.573450656/1	IA_Ottumwa_20250814__SRR35946885|SRR35946885.328513480/1	2	151
IA_Ottumwa_20250814__SRR35946885	IA_Ottumwa_20250814__SRR35946885|SRR35946885.643708833/2	IA_Ottumwa_20250814__SRR35946885|SRR35946885.643708833/2	1	151
IA_Ottumwa_20250814__SRR35946885	IA_Ottumwa_20250814__SRR35946885|SRR35946885.78824362/2	IA_Ottumwa_20250814__SRR35946885|SRR35946885.78824362/2	2	151
IA_Ottumwa_20250820__SRR35946886	IA_Ottumwa_20250820__SRR35946886|SRR35946886.116552974/2	IA_Ottumwa_20250820__SRR35946886|SRR35946886.116552974/2	6	151
IA_Ottumwa_20250820__SRR35946886	IA_Ottumwa_20250820__SRR35946886|SRR35946886.192750900/1	IA_Ottumwa_20250820__SRR35946886|SRR35946886.192750900/1	2	151
IA_Ottumwa_20250820__SRR35946886	IA_Ottumwa_20250820__SRR35946886|SRR35946886.260434541/1	IA_Ottumwa_20250820__SRR35946886|SRR35946886.192750900/1	2	151
IA_Ottumwa_20250820__SRR35946886	IA_Ottumwa_20250820__SRR35946886|SRR35946886.392500171/1	IA_Ottumwa_20250820__SRR35946886|SRR35946886.392500171/1	2	151
IA_Ottumwa_20250820__SRR35946886	IA_Ottumwa_20250820__SRR35946886|SRR35946886.409281664/1	CA_Riverside_20250602__SRR35931371|SRR35931371.123483871/1	2	151
IA_Ottumwa_20250820__SRR35946886	IA_Ottumwa_20250820__SRR35946886|SRR35946886.922987988/1	IA_Ottumwa_20250820__SRR35946886|SRR35946886.922987988/1	1	151
ID_Boise_20250609__SRR36876978	ID_Boise_20250609__SRR36876978|SRR36876978.1306020284/1	ID_Boise_20250609__SRR36876978|SRR36876978.1306020284/1	1	151
ID_Boise_20250609__SRR36876978	ID_Boise_20250609__SRR36876978|SRR36876978.1306020284/2	ID_Boise_20250609__SRR36876978|SRR36876978.1306020284/2	1	151
ID_Boise_20250630__SRR36876975	ID_Boise_20250630__SRR36876975|SRR36876975.1036777191/1	ID_Boise_20250630__SRR36876975|SRR36876975.1036777191/1	61	151
ID_Boise_20250630__SRR36876975	ID_Boise_20250630__SRR36876975|SRR36876975.106158596/1	CHI-B_20250601__SRR35987657|SRR35987657.146202015/2	1	151
ID_Boise_20250630__SRR36876975	ID_Boise_20250630__SRR36876975|SRR36876975.106158596/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/1	1	151
ID_Boise_20250630__SRR36876975	ID_Boise_20250630__SRR36876975|SRR36876975.1082960988/2	CHI-C_20250818__SRR35987597|SRR35987597.10759269/2	1	151
ID_Boise_20250630__SRR36876975	ID_Boise_20250630__SRR36876975|SRR36876975.200549636/2	ID_Boise_20250630__SRR36876975|SRR36876975.200549636/2	11	151
ID_Boise_20250630__SRR36876975	ID_Boise_20250630__SRR36876975|SRR36876975.214561381/1	ID_Boise_20250630__SRR36876975|SRR36876975.214561381/1	11	151
ID_Boise_20250630__SRR36876975	ID_Boise_20250630__SRR36876975|SRR36876975.214561381/2	ID_Boise_20250630__SRR36876975|SRR36876975.200549636/2	11	151
ID_Boise_20250630__SRR36876975	ID_Boise_20250630__SRR36876975|SRR36876975.424172760/1	ID_Boise_20250630__SRR36876975|SRR36876975.1036777191/1	61	151
ID_Boise_20250630__SRR36876975	ID_Boise_20250630__SRR36876975|SRR36876975.547727389/1	ID_Boise_20250630__SRR36876975|SRR36876975.1036777191/1	61	151
ID_Boise_20250630__SRR36876975	ID_Boise_20250630__SRR36876975|SRR36876975.692868064/1	ID_Boise_20250630__SRR36876975|SRR36876975.692868064/1	2	151
ID_Boise_20250804__SRR36876967	ID_Boise_20250804__SRR36876967|SRR36876967.146497857/1	ID_Boise_20250804__SRR36876967|SRR36876967.146497857/1	2	151
ID_Boise_20250804__SRR36876967	ID_Boise_20250804__SRR36876967|SRR36876967.146497857/2	ID_Boise_20250804__SRR36876967|SRR36876967.146497857/2	2	151
ID_Boise_20250804__SRR36876967	ID_Boise_20250804__SRR36876967|SRR36876967.320438540/1	ID_Boise_20250804__SRR36876967|SRR36876967.320438540/1	2	151
ID_Boise_20250804__SRR36876967	ID_Boise_20250804__SRR36876967|SRR36876967.320438540/2	ID_Boise_20250804__SRR36876967|SRR36876967.320438540/2	2	151
ID_Boise_20250804__SRR36876967	ID_Boise_20250804__SRR36876967|SRR36876967.321178092/1	ID_Boise_20250804__SRR36876967|SRR36876967.321178092/1	2	151
ID_Boise_20250804__SRR36876967	ID_Boise_20250804__SRR36876967|SRR36876967.321178092/2	ID_Boise_20250804__SRR36876967|SRR36876967.146497857/2	2	151
ID_Boise_20250804__SRR36876967	ID_Boise_20250804__SRR36876967|SRR36876967.372117182/1	ID_Boise_20250804__SRR36876967|SRR36876967.372117182/1	2	151
ID_Boise_20250804__SRR36876967	ID_Boise_20250804__SRR36876967|SRR36876967.389094560/1	ID_Boise_20250804__SRR36876967|SRR36876967.372117182/1	2	151
ID_Boise_20250804__SRR36876967	ID_Boise_20250804__SRR36876967|SRR36876967.96363190/1	ID_Boise_20250804__SRR36876967|SRR36876967.96363190/1	2	151
ID_Boise_20250804__SRR36876967	ID_Boise_20250804__SRR36876967|SRR36876967.96363190/2	ID_Boise_20250804__SRR36876967|SRR36876967.146497857/2	2	151
ID_Boise_20250811__SRR36877022	ID_Boise_20250811__SRR36877022|SRR36877022.101907402/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/2	1	151
ID_Boise_20250811__SRR36877022	ID_Boise_20250811__SRR36877022|SRR36877022.102726433/2	CHI-C_20250818__SRR35987597|SRR35987597.100987329/2	1	151
ID_Boise_20250811__SRR36877022	ID_Boise_20250811__SRR36877022|SRR36877022.143087534/1	CA_Riverside_20250619__SRR35931376|SRR35931376.1120071561/1	2	151
ID_Boise_20250811__SRR36877022	ID_Boise_20250811__SRR36877022|SRR36877022.143087534/2	CHI-C_20250818__SRR35987597|SRR35987597.117752399/2	2	151
ID_Boise_20250811__SRR36877022	ID_Boise_20250811__SRR36877022|SRR36877022.238170687/2	CHI-C_20250818__SRR35987597|SRR35987597.100987329/2	1	151
ID_Boise_20250811__SRR36877022	ID_Boise_20250811__SRR36877022|SRR36877022.271148597/2	CHI-C_20250818__SRR35987597|SRR35987597.117752399/2	2	151
ID_Boise_20250811__SRR36877022	ID_Boise_20250811__SRR36877022|SRR36877022.275978368/2	CHI-C_20250818__SRR35987597|SRR35987597.10759269/2	1	151
ID_Boise_20250811__SRR36877022	ID_Boise_20250811__SRR36877022|SRR36877022.378843506/1	ID_Boise_20250811__SRR36877022|SRR36877022.378843506/1	1	151
ID_Boise_20250811__SRR36877022	ID_Boise_20250811__SRR36877022|SRR36877022.378843506/2	CHI-C_20250818__SRR35987597|SRR35987597.117752399/2	2	151
ID_Boise_20250811__SRR36877022	ID_Boise_20250811__SRR36877022|SRR36877022.801297976/2	ID_Boise_20250811__SRR36877022|SRR36877022.801297976/2	1	151
MA_Boston_DITPN_20250611__SRR37367532	MA_Boston_DITPN_20250611__SRR37367532|SRR37367532.278935190/1	MA_Boston_DITPN_20250611__SRR37367532|SRR37367532.278935190/1	2	150
MA_Boston_DITPN_20250611__SRR37367532	MA_Boston_DITPN_20250611__SRR37367532|SRR37367532.546161280/1	MA_Boston_DITPN_20250611__SRR37367532|SRR37367532.546161280/1	2	150
MA_Boston_DITPN_20250618__SRR37367652	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.1021104026/1	FL_Miami_20250812__SRR36995870|SRR36995870.628199559/1	2	150
MA_Boston_DITPN_20250618__SRR37367652	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.1021960033/1	FL_Miami_20250812__SRR36995870|SRR36995870.7666478/1	2	150
MA_Boston_DITPN_20250618__SRR37367652	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.1064041622/1	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.1064041622/1	2	150
MA_Boston_DITPN_20250618__SRR37367652	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.1064041622/2	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.1064041622/2	2	150
MA_Boston_DITPN_20250618__SRR37367652	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.1112313172/2	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.1112313172/2	2	150
MA_Boston_DITPN_20250618__SRR37367652	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.129233643/1	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.129233643/1	2	150
MA_Boston_DITPN_20250618__SRR37367652	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.234672849/2	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.234672849/2	2	150
MA_Boston_DITPN_20250618__SRR37367652	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.383510465/1	FL_Miami_20250812__SRR36995870|SRR36995870.27559536/1	2	150
MA_Boston_DITPN_20250618__SRR37367652	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.547773899/1	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.547773899/1	2	150
MA_Boston_DITPN_20250618__SRR37367652	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.615832234/1	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.615832234/1	2	150
MA_Boston_DITPN_20250618__SRR37367652	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.615832234/2	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.615832234/2	2	150
MA_Boston_DITPN_20250618__SRR37367652	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.704363392/2	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.704363392/2	2	150
MA_Boston_DITPN_20250618__SRR37367652	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.814358740/1	FL_Miami_20250812__SRR36995870|SRR36995870.7666478/1	2	150
MA_Boston_DITPN_20250618__SRR37367652	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.820784953/2	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.820784953/2	2	150
MA_Boston_DITPN_20250618__SRR37367652	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.963581807/1	MA_Boston_DITPN_20250618__SRR37367652|SRR37367652.963581807/1	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1141608209/1	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1141608209/1	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1141608209/2	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1141608209/2	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1237162422/1	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1237162422/1	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1285091932/1	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1285091932/1	1	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1330633345/2	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1330633345/2	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1375135571/2	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1375135571/2	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1400970919/2	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1400970919/2	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1470495811/2	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1470495811/2	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.14841908/1	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.14841908/1	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1504489430/1	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1504489430/1	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1504489430/2	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1504489430/2	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1604180546/1	FL_Miami_20250812__SRR36995870|SRR36995870.524106126/1	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1675000152/1	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1675000152/1	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1675000152/2	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1675000152/2	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1675764954/1	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1675764954/1	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1675764954/2	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.1675764954/2	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.186023338/1	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.186023338/1	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.186023338/2	FL_Miami_20250805__SRR36995869|SRR36995869.1117118900/2	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.3684830/1	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.3684830/1	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.3684830/2	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.3684830/2	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.398088176/1	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.398088176/1	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.423011745/1	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.423011745/1	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.447511622/2	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.447511622/2	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.570118003/1	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.570118003/1	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.570118003/2	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.570118003/2	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.685722098/2	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.685722098/2	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.741251093/1	FL_Miami_20250812__SRR36995870|SRR36995870.636039067/1	2	150
MA_Boston_DITPN_20250625__SRR37367650	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.915357408/1	MA_Boston_DITPN_20250625__SRR37367650|SRR37367650.915357408/1	2	150
MA_Boston_DITPN_20250709__SRR37059701	MA_Boston_DITPN_20250709__SRR37059701|SRR37059701.111120437/2	MA_Boston_DITPN_20250709__SRR37059701|SRR37059701.111120437/2	2	151
MA_Boston_DITPN_20250709__SRR37059701	MA_Boston_DITPN_20250709__SRR37059701|SRR37059701.125481058/1	MA_Boston_DITPN_20250709__SRR37059701|SRR37059701.125481058/1	25	151
